"rules","support","confidence","coverage","lift","count","pvalue_test"
"{TTLL4_1=1,TRAK1_1=1,TENT5D_1_hemi=1} => {grading=0}",0.0857908847184987,0.842105263157895,0.101876675603217,1.51012145748988,32,1.85919085889447e-08
"{PPM1E_1=1,TRAK1_1=1,PNPT1_1=1} => {grading=0}",0.134048257372654,0.806451612903226,0.166219839142091,1.44618486352357,50,1.17357749628925e-07
"{TBPL2_1=1,ADAM15_2=1,CEP89_5=1} => {grading=0}",0.0536193029490617,0.869565217391304,0.0616621983914209,1.55936454849498,20,1.89390902864375e-08
"{ADAM15_2=1,TTLL4_1=1,CEP89_5=1} => {grading=0}",0.0509383378016086,0.826086956521739,0.0616621983914209,1.48139632107023,19,1.89926407677451e-09
"{ADAM15_2=1,AS3MT_1=1,SLC25A5_1_hemi=1} => {grading=0}",0.0536193029490617,0.869565217391304,0.0616621983914209,1.55936454849498,20,1.89390902864375e-08
"{PPM1E_1=1,ADAM15_2=1,RRP12_1_homo=1} => {grading=0}",0.0509383378016086,0.826086956521739,0.0616621983914209,1.48139632107023,19,2.51981468452165e-11
"{ADAM15_2=1,RRP12_1_homo=1,FOXR2_1_hemi=1} => {grading=0}",0.0536193029490617,0.8,0.0670241286863271,1.43461538461538,20,2.51981468452165e-11
"{CYP4F2_3=1,ADAM15_2=1,ANO9_1=1} => {grading=0}",0.0509383378016086,0.904761904761905,0.0563002680965147,1.62248168498168,19,4.43424767435679e-10
"{TBPL2_1=1,CYP4F2_3=1,ADAM15_2=1} => {grading=0}",0.0509383378016086,0.826086956521739,0.0616621983914209,1.48139632107023,19,4.43424767435679e-10
"{CYP4F2_3=1,ADAM15_2=1,ITIH2_1=1} => {grading=0}",0.0536193029490617,0.833333333333333,0.064343163538874,1.49439102564103,20,1.89926407677451e-09
"{CYP4F2_3=1,ADAM15_2=1,PNPT1_1=1} => {grading=0}",0.0536193029490617,0.8,0.0670241286863271,1.43461538461538,20,5.71006162792368e-11
"{CYP4F2_3=1,ADAM15_2=1,POF1B_1_hemi=1} => {grading=0}",0.0563002680965147,0.807692307692308,0.0697050938337802,1.44840976331361,21,1.51786380064726e-12
"{ADAM15_2=1,POF1B_1_hemi=1,FMR1NB_1_hemi=1} => {grading=0}",0.0536193029490617,0.833333333333333,0.064343163538874,1.49439102564103,20,1.85919085889447e-08
"{ADAM15_2=1,FBXW4_1=1,POF1B_1_hemi=1} => {grading=0}",0.0563002680965147,0.807692307692308,0.0697050938337802,1.44840976331361,21,7.36627178724228e-10
"{ADAM15_2=1,TTLL4_1=1,SEC16A_1=1} => {grading=0}",0.0670241286863271,0.806451612903226,0.0831099195710456,1.44618486352357,25,7.36627178724228e-10
"{DNAH6_1=1,ADAM15_2=1,LINS1_3=1} => {grading=0}",0.0563002680965147,0.807692307692308,0.0697050938337802,1.44840976331361,21,3.64205647101872e-15
"{TMPRSS15_3=1,ADAM15_2=1,OTOGL_1=1} => {grading=0}",0.0563002680965147,0.807692307692308,0.0697050938337802,1.44840976331361,21,1.89390902864375e-08
"{ADAM15_2=1,AKAP10_1=1,TMEM221_2_homo=1} => {grading=0}",0.0563002680965147,0.875,0.064343163538874,1.56911057692308,21,5.54970716074877e-08
"{ADAM15_2=1,TMEM221_2_homo=1,TENT5D_1_hemi=1} => {grading=0}",0.0670241286863271,0.806451612903226,0.0831099195710456,1.44618486352357,25,1.85919085889447e-08
"{N4BP2_1=1,ADAM15_2=1,TXK_1_hemi=1} => {grading=0}",0.0589812332439678,0.88,0.0670241286863271,1.57807692307692,22,5.54970716074877e-08
"{N4BP2_1=1,ADAM15_2=1,MXRA5_1_hemi=1} => {grading=0}",0.0536193029490617,0.833333333333333,0.064343163538874,1.49439102564103,20,1.89926407677451e-09
"{N4BP2_1=1,ADAM15_2=1,MAML3_1=1} => {grading=0}",0.0563002680965147,0.807692307692308,0.0697050938337802,1.44840976331361,21,3.32574108432481e-09
"{N4BP2_1=1,ADAM15_2=1,POF1B_1_hemi=1} => {grading=0}",0.0670241286863271,0.806451612903226,0.0831099195710456,1.44618486352357,25,3.58019500884313e-14
"{PPM1E_1=1,N4BP2_1=1,ADAM15_2=1} => {grading=0}",0.0777479892761394,0.828571428571429,0.0938337801608579,1.48585164835165,29,1.46468725301064e-10
"{OR56A4_1=1,ADAM15_2=1,TXK_1_hemi=1} => {grading=0}",0.0509383378016086,0.863636363636364,0.0589812332439678,1.54873251748252,19,1.89926407677451e-09
"{ADAM15_2=1,AKAP10_1=1,TXK_1_hemi=1} => {grading=0}",0.0777479892761394,0.852941176470588,0.0911528150134048,1.52955316742081,29,7.36627178724228e-10
"{HDLBP_1=1,ADAM15_2=1,TXK_1_hemi=1} => {grading=0}",0.0589812332439678,0.814814814814815,0.0723860589812333,1.46118233618234,22,9.65770290887654e-12
"{ADAM15_2=1,HOXA4_1=1,MXRA5_1_hemi=1} => {grading=0}",0.0670241286863271,0.833333333333333,0.0804289544235925,1.49439102564103,25,1.89926407677451e-09
"{ADAM15_2=1,CLDN16_1=1,HOXA4_1=1} => {grading=0}",0.0536193029490617,0.8,0.0670241286863271,1.43461538461538,20,1.89926407677451e-09
"{ADAM15_2=1,AKAP10_1=1,HOXA4_1=1} => {grading=0}",0.0670241286863271,0.833333333333333,0.0804289544235925,1.49439102564103,25,7.36627178724228e-10
"{ADAM15_2=1,SWT1_2=1,HOXA4_1=1} => {grading=0}",0.0563002680965147,0.875,0.064343163538874,1.56911057692308,21,1.85919085889447e-08
"{AURKA_1=1,ADAM15_2=1,HOXA4_1=1} => {grading=0}",0.0536193029490617,0.869565217391304,0.0616621983914209,1.55936454849498,20,1.89926407677451e-09
"{ADAM15_2=1,HOXA4_1=1,ANO9_1=1} => {grading=0}",0.0589812332439678,0.88,0.0670241286863271,1.57807692307692,22,5.71006162792368e-11
"{ADAM15_2=1,HOXA4_1=1,POF1B_1_hemi=1} => {grading=0}",0.0804289544235925,0.833333333333333,0.096514745308311,1.49439102564103,30,3.58019500884313e-14
"{ADAM15_2=1,SHANK3_1=1,HOXA4_1=1} => {grading=0}",0.0670241286863271,0.806451612903226,0.0831099195710456,1.44618486352357,25,7.36627178724228e-10
"{OR56A4_1=1,ADAM15_2=1,MXRA5_1_hemi=1} => {grading=0}",0.0536193029490617,0.869565217391304,0.0616621983914209,1.55936454849498,20,5.54970716074877e-08
"{ADAM15_2=1,CLDN16_1=1,MXRA5_1_hemi=1} => {grading=0}",0.0723860589812333,0.870967741935484,0.0831099195710456,1.56187965260546,27,1.89926407677451e-09
"{ADAM15_2=1,HOXA4_1_homo=1,MXRA5_1_hemi=1} => {grading=0}",0.0697050938337802,0.866666666666667,0.0804289544235925,1.55416666666667,26,5.54970716074877e-08
"{ADAM15_2=1,OTOGL_1=1,MXRA5_1_hemi=1} => {grading=0}",0.0589812332439678,0.814814814814815,0.0723860589812333,1.46118233618234,22,5.54970716074877e-08
"{HDLBP_1=1,ADAM15_2=1,MXRA5_1_hemi=1} => {grading=0}",0.0670241286863271,0.892857142857143,0.0750670241286863,1.60113324175824,25,9.65770290887654e-12
"{AURKA_1=1,ADAM15_2=1,MXRA5_1_hemi=1} => {grading=0}",0.0670241286863271,0.806451612903226,0.0831099195710456,1.44618486352357,25,9.65770290887654e-12
"{ADAM15_2=1,MAML3_1=1,MXRA5_1_hemi=1} => {grading=0}",0.0723860589812333,0.818181818181818,0.0884718498659517,1.46722027972028,27,7.36627178724228e-10
"{ADAM15_2=1,STON2_3=1,MXRA5_1_hemi=1} => {grading=0}",0.0857908847184987,0.8,0.107238605898123,1.43461538461538,32,7.36627178724228e-10
"{ADAM15_2=1,PNPT1_1=1,MXRA5_1_hemi=1} => {grading=0}",0.0938337801608579,0.813953488372093,0.115281501340483,1.45963774597496,35,1.85919085889447e-08
"{ADAM15_2=1,POF1B_1_hemi=1,MXRA5_1_hemi=1} => {grading=0}",0.0991957104557641,0.840909090909091,0.117962466487936,1.5079763986014,37,6.87865905224722e-08
"{OR56A4_1=1,ADAM15_2=1,HOXA4_1_homo=1} => {grading=0}",0.0536193029490617,0.869565217391304,0.0616621983914209,1.55936454849498,20,1.85919085889447e-08
"{OR56A4_1=1,ADAM15_2=1,AKAP10_1=1} => {grading=0}",0.0536193029490617,0.8,0.0670241286863271,1.43461538461538,20,6.87865905224722e-08
"{AURKA_1=1,OR56A4_1=1,ADAM15_2=1} => {grading=0}",0.0536193029490617,0.8,0.0670241286863271,1.43461538461538,20,5.54970716074877e-08
"{OR56A4_1=1,ADAM15_2=1,ANXA11_2=1} => {grading=0}",0.0536193029490617,0.8,0.0670241286863271,1.43461538461538,20,6.87865905224722e-08
"{OR56A4_1=1,ADAM15_2=1,MAML3_1=1} => {grading=0}",0.0616621983914209,0.92,0.0670241286863271,1.64980769230769,23,3.58019500884313e-14
"{OR56A4_1=1,ADAM15_2=1,PAX4_1_homo=1} => {grading=0}",0.0670241286863271,0.806451612903226,0.0831099195710456,1.44618486352357,25,9.65770290887654e-12
"{OR56A4_1=1,ADAM15_2=1,TTLL4_1=1} => {grading=0}",0.0589812332439678,0.814814814814815,0.0723860589812333,1.46118233618234,22,2.51981468452165e-11
"{OR56A4_1=1,ADAM15_2=1,ITIH2_1=1} => {grading=0}",0.0616621983914209,0.851851851851852,0.0723860589812332,1.52759971509972,23,5.71006162792368e-11
"{OR56A4_1=1,ADAM15_2=1,STON2_3=1} => {grading=0}",0.0616621983914209,0.821428571428571,0.0750670241286863,1.47304258241758,23,1.51786380064726e-12
"{OR56A4_1=1,ADAM15_2=1,POF1B_1_hemi=1} => {grading=0}",0.0697050938337802,0.866666666666667,0.0804289544235925,1.55416666666667,26,1.51786380064726e-12
"{OR56A4_1=1,ADAM15_2=1,SHANK3_1=1} => {grading=0}",0.064343163538874,0.888888888888889,0.0723860589812333,1.59401709401709,24,5.71006162792368e-11
"{PPM1E_1=1,OR56A4_1=1,ADAM15_2=1} => {grading=0}",0.0804289544235925,0.833333333333333,0.096514745308311,1.49439102564103,30,3.32574108432481e-09
"{ADAM15_2=1,FAM166B_2=1,ANXA11_2=1} => {grading=0}",0.0536193029490617,0.8,0.0670241286863271,1.43461538461538,20,6.87865905224722e-08
"{ADAM15_2=1,MAML3_1=1,FAM166B_2=1} => {grading=0}",0.0589812332439678,0.846153846153846,0.0697050938337802,1.51738165680473,22,1.85919085889447e-08
"{ADAM15_2=1,STON2_3=1,FAM166B_2=1} => {grading=0}",0.0670241286863271,0.806451612903226,0.0831099195710456,1.44618486352357,25,1.85919085889447e-08
"{ADAM15_2=1,FAM166B_2=1,POF1B_1_hemi=1} => {grading=0}",0.0723860589812333,0.870967741935484,0.0831099195710456,1.56187965260546,27,7.36627178724228e-10
"{ADAM15_2=1,CLDN16_1=1,LINS1_3=1} => {grading=0}",0.0536193029490617,0.8,0.0670241286863271,1.43461538461538,20,5.54970716074877e-08
"{ADAM15_2=1,AKAP10_1=1,LINS1_3=1} => {grading=0}",0.064343163538874,0.827586206896552,0.0777479892761394,1.4840848806366,24,1.85919085889447e-08
"{ADAM15_2=1,CLDN16_1=1,HOXA4_1_homo=1} => {grading=0}",0.0563002680965147,0.875,0.064343163538874,1.56911057692308,21,1.89926407677451e-09
"{ADAM15_2=1,AKAP10_1=1,CLDN16_1=1} => {grading=0}",0.064343163538874,0.8,0.0804289544235925,1.43461538461538,24,2.51981468452165e-11
"{ADAM15_2=1,CLDN16_1=1,TRIM65_2=1} => {grading=0}",0.0750670241286863,0.8,0.0938337801608579,1.43461538461538,28,5.54970716074877e-08
"{AURKA_1=1,ADAM15_2=1,CLDN16_1=1} => {grading=0}",0.0563002680965147,0.807692307692308,0.0697050938337802,1.44840976331361,21,5.54970716074877e-08
"{ADAM15_2=1,CLDN16_1=1,TENT5D_1_hemi=1} => {grading=0}",0.0697050938337802,0.838709677419355,0.0831099195710456,1.50403225806452,26,6.87865905224722e-08
"{ADAM15_2=1,CLDN16_1=1,POF1B_1_hemi=1} => {grading=0}",0.0750670241286863,0.8,0.0938337801608579,1.43461538461538,28,7.36627178724228e-10
"{PPM1E_1=1,ADAM15_2=1,CLDN16_1=1} => {grading=0}",0.0884718498659517,0.804878048780488,0.109919571045576,1.44336303939962,33,2.51981468452165e-11
"{ADAM15_2=1,AKAP10_1=1,HOXA4_1_homo=1} => {grading=0}",0.0723860589812333,0.870967741935484,0.0831099195710456,1.56187965260546,27,7.36627178724228e-10
"{ADAM15_2=1,OTOGL_1=1,HOXA4_1_homo=1} => {grading=0}",0.0536193029490617,0.833333333333333,0.064343163538874,1.49439102564103,20,5.54970716074877e-08
"{AURKA_1=1,ADAM15_2=1,HOXA4_1_homo=1} => {grading=0}",0.0589812332439678,0.88,0.0670241286863271,1.57807692307692,22,5.54970716074877e-08
"{ADAM15_2=1,MAML3_1=1,HOXA4_1_homo=1} => {grading=0}",0.0563002680965147,0.84,0.0670241286863271,1.50634615384615,21,7.36627178724228e-10
"{ADAM15_2=1,NLRP6_1=1,HOXA4_1_homo=1} => {grading=0}",0.0884718498659517,0.804878048780488,0.109919571045576,1.44336303939962,33,1.85919085889447e-08
"{ADAM15_2=1,TTLL4_1=1,HOXA4_1_homo=1} => {grading=0}",0.0697050938337802,0.838709677419355,0.0831099195710456,1.50403225806452,26,2.51981468452165e-11
"{ADAM15_2=1,HOXA4_1_homo=1,POF1B_1_hemi=1} => {grading=0}",0.0831099195710456,0.861111111111111,0.096514745308311,1.54420405982906,31,6.26351009511003e-17
"{ADAM15_2=1,SHANK3_1=1,HOXA4_1_homo=1} => {grading=0}",0.0804289544235925,0.810810810810811,0.0991957104557641,1.45400207900208,30,7.36627178724228e-10
"{PPM1E_1=1,ADAM15_2=1,HOXA4_1_homo=1} => {grading=0}",0.0884718498659517,0.846153846153846,0.10455764075067,1.51738165680473,33,6.87865905224722e-08
"{AURKA_1=1,ADAM15_2=1,AKAP10_1=1} => {grading=0}",0.0616621983914209,0.851851851851852,0.0723860589812332,1.52759971509972,23,5.54970716074877e-08
"{C5_1=1,ADAM15_2=1,AKAP10_1=1} => {grading=0}",0.0536193029490617,0.833333333333333,0.064343163538874,1.49439102564103,20,6.87865905224722e-08
"{ADAM15_2=1,AKAP10_1=1,MAML3_1=1} => {grading=0}",0.0697050938337802,0.8125,0.0857908847184987,1.45703125,26,1.36923687376051e-10
"{ADAM15_2=1,AKAP10_1=1,ITIH2_1=1} => {grading=0}",0.0938337801608579,0.875,0.107238605898123,1.56911057692308,35,6.87865905224722e-08
"{ADAM15_2=1,AKAP10_1=1,POF1B_1_hemi=1} => {grading=0}",0.0884718498659517,0.846153846153846,0.10455764075067,1.51738165680473,33,3.32574108432481e-09
"{ADAM15_2=1,SHANK3_1=1,AKAP10_1=1} => {grading=0}",0.0857908847184987,0.842105263157895,0.101876675603217,1.51012145748988,32,3.32574108432481e-09
"{PPM1E_1=1,ADAM15_2=1,AKAP10_1=1} => {grading=0}",0.107238605898123,0.833333333333333,0.128686327077748,1.49439102564103,40,6.84391407368541e-09
"{ADAM15_2=1,NLRP6_1=1,SWT1_2=1} => {grading=0}",0.0750670241286863,0.823529411764706,0.0911528150134048,1.47680995475113,28,1.85919085889447e-08
"{ADAM15_2=1,TTLL4_1=1,SWT1_2=1} => {grading=0}",0.0697050938337802,0.8125,0.0857908847184987,1.45703125,26,6.87865905224722e-08
"{ADAM15_2=1,OTOGL_1=1,DGCR2_1=1} => {grading=0}",0.0589812332439678,0.88,0.0670241286863271,1.57807692307692,22,7.36627178724228e-10
"{ADAM15_2=1,OTOGL_1=1,ANOS1_1_hemi=1} => {grading=0}",0.0589812332439678,0.814814814814815,0.0723860589812333,1.46118233618234,22,5.54970716074877e-08
"{ADAM15_2=1,OTOGL_1=1,MAML3_1=1} => {grading=0}",0.0563002680965147,0.84,0.0670241286863271,1.50634615384615,21,5.54970716074877e-08
"{ADAM15_2=1,TTLL4_1=1,OTOGL_1=1} => {grading=0}",0.0750670241286863,0.823529411764706,0.0911528150134048,1.47680995475113,28,1.85919085889447e-08
"{ADAM15_2=1,OTOGL_1=1,ITIH2_1=1} => {grading=0}",0.0697050938337802,0.8125,0.0857908847184987,1.45703125,26,5.54970716074877e-08
"{ADAM15_2=1,SHANK3_1=1,OTOGL_1=1} => {grading=0}",0.064343163538874,0.8,0.0804289544235925,1.43461538461538,24,5.54970716074877e-08
"{PPM1E_1=1,ADAM15_2=1,OTOGL_1=1} => {grading=0}",0.0857908847184987,0.888888888888889,0.096514745308311,1.59401709401709,32,5.71006162792368e-11
"{HDLBP_1=1,ADAM15_2=1,ANXA11_2=1} => {grading=0}",0.0616621983914209,0.851851851851852,0.0723860589812332,1.52759971509972,23,6.87865905224722e-08
"{HDLBP_1=1,ADAM15_2=1,POF1B_1_hemi=1} => {grading=0}",0.0750670241286863,0.823529411764706,0.0911528150134048,1.47680995475113,28,5.71006162792368e-11
"{AURKA_1=1,ADAM15_2=1,ANXA11_2=1} => {grading=0}",0.0563002680965147,0.807692307692308,0.0697050938337802,1.44840976331361,21,1.89926407677451e-09
"{AURKA_1=1,ADAM15_2=1,TENT5D_1_hemi=1} => {grading=0}",0.0670241286863271,0.833333333333333,0.0804289544235925,1.49439102564103,25,5.54970716074877e-08
"{ADAM15_2=1,MAML3_1=1,ANXA11_2=1} => {grading=0}",0.0616621983914209,0.821428571428571,0.0750670241286863,1.47304258241758,23,3.32944907801975e-09
"{ADAM15_2=1,MAML3_1=1,POF1B_1_hemi=1} => {grading=0}",0.0911528150134048,0.80952380952381,0.112600536193029,1.45169413919414,34,1.36923687376051e-10
"{ADAM15_2=1,TTLL4_1=1,TENT5D_1_hemi=1} => {grading=0}",0.0804289544235925,0.810810810810811,0.0991957104557641,1.45400207900208,30,1.46468725301064e-10
"{ADAM15_2=1,NLRP6_1=1,POF1B_1_hemi=1} => {grading=0}",0.109919571045576,0.803921568627451,0.136729222520107,1.44164781297134,41,6.87865905224722e-08
"{ADAM15_2=1,ITIH2_1=1,POF1B_1_hemi=1} => {grading=0}",0.109919571045576,0.836734693877551,0.131367292225201,1.50049058084772,41,1.54897388334081e-07
"{PPM1E_1=1,ADAM15_2=1,POF1B_1_hemi=1} => {grading=0}",0.126005361930295,0.810344827586207,0.155495978552279,1.45316644562334,47,6.84391407368541e-09
"{SSC5D_3=1,ITIH2_1=1,PDHX_1=1} => {grading=0}",0.0509383378016086,0.863636363636364,0.0589812332439678,1.54873251748252,19,5.54970716074877e-08
"{N4BP2_1=1,MAML3_1=1,PDHX_1=1} => {grading=0}",0.0777479892761394,0.878787878787879,0.0884718498659517,1.57590326340326,29,5.54970716074877e-08
"{CLDN16_1=1,FAM166B_2=1,PDHX_1=1} => {grading=0}",0.0563002680965147,0.875,0.064343163538874,1.56911057692308,21,5.54970716074877e-08
"{PPP1R26_1=1,HDLBP_1=1,PDHX_1=1} => {grading=0}",0.0563002680965147,0.84,0.0670241286863271,1.50634615384615,21,5.54970716074877e-08
"{SYT16_1=1,CLDN16_1=1,PDHX_1=1} => {grading=0}",0.064343163538874,0.827586206896552,0.0777479892761394,1.4840848806366,24,5.54970716074877e-08
"{HDLBP_1=1,ITIH2_1=1,PDHX_1=1} => {grading=0}",0.0884718498659517,0.804878048780488,0.109919571045576,1.44336303939962,33,2.51981468452165e-11
"{HDLBP_1=1,PDHX_1=1,POF1B_1_hemi=1} => {grading=0}",0.096514745308311,0.8,0.120643431635389,1.43461538461538,36,7.36627178724228e-10
"{PAX4_1_homo=1,PJA1_1_hemi=1,PRKX_1_hemi=1} => {grading=0}",0.0563002680965147,0.807692307692308,0.0697050938337802,1.44840976331361,21,9.65770290887654e-12
"{ITIH2_1=1,PJA1_1_hemi=1,PRKX_1_hemi=1} => {grading=0}",0.0589812332439678,0.814814814814815,0.0723860589812333,1.46118233618234,22,9.65770290887654e-12
"{SHANK3_1=1,PJA1_1_hemi=1,PRKX_1_hemi=1} => {grading=0}",0.0670241286863271,0.806451612903226,0.0831099195710456,1.44618486352357,25,1.89390902864375e-08
"{PPM1E_1=1,ULBP3_1=1,DNAH12_3_homo=1} => {grading=0}",0.0536193029490617,0.8,0.0670241286863271,1.43461538461538,20,4.43424767435679e-10
"{MIA3_1=1,SHANK3_1=1,ULBP3_1=1} => {grading=0}",0.107238605898123,0.816326530612245,0.131367292225201,1.46389324960754,40,1.89390902864375e-08
"{PSAPL1_3=1,MGA_1=1,FOXR2_1_hemi=1} => {grading=0}",0.0563002680965147,0.807692307692308,0.0697050938337802,1.44840976331361,21,5.54970716074877e-08
"{PSAPL1_3=1,LINS1_3=1,RRP12_1_homo=1} => {grading=0}",0.0563002680965147,0.84,0.0670241286863271,1.50634615384615,21,4.43424767435679e-10
"{PSAPL1_3=1,AKAP10_1=1,RRP12_1_homo=1} => {grading=0}",0.0509383378016086,0.863636363636364,0.0589812332439678,1.54873251748252,19,1.89390902864375e-08
"{PSAPL1_3=1,GMNC_1=1,RRP12_1_homo=1} => {grading=0}",0.0509383378016086,0.826086956521739,0.0616621983914209,1.48139632107023,19,5.54970716074877e-08
"{NLRP6_1=1,PSAPL1_3=1,RRP12_1_homo=1} => {grading=0}",0.0563002680965147,0.875,0.064343163538874,1.56911057692308,21,9.65770290887654e-12
"{PSAPL1_3=1,RRP12_1_homo=1,PAX4_1_homo=1} => {grading=0}",0.0589812332439678,0.846153846153846,0.0697050938337802,1.51738165680473,22,4.43424767435679e-10
"{KRTAP27.1_1=1,PSAPL1_3=1,RRP12_1_homo=1} => {grading=0}",0.0536193029490617,0.8,0.0670241286863271,1.43461538461538,20,1.89390902864375e-08
