complete;Feature Importance;abs_score;complete
NOD2_rare_AD;-0,379525148;0,379525148;10
MICAL1_rare_AD;0,226942905;0,226942905;8
PLEKHA4_rare_AD;-0,041038563;0,041038563;4
FOXD1_rare_AD;-0,035617038;0,035617038;2
LRRC14B_rare_AD;-0,033659265;0,033659265;3
