,gene,importance
0,ZNF274_1_homo,-1.1991645675019682
1,SLC22A25_2_homo,1.167094268343686
2,KLRG2_2_homo,1.103760204148051
3,KRI1_3_homo,1.0458167473744133
4,ERCC2_1_homo,-1.0045614874200932
5,ITIH4_1_homo,-0.9891133464748297
6,POLR1E_0_homo,0.9621242734778195
7,FLVCR2_1_homo,0.895102068236975
8,SLC6A18_4_homo,0.8771721874992056
9,TDRD15_1_homo,0.8712807225298735
10,C16orf89_2_homo,-0.8548553384901619
11,KRT83_2_homo,0.8023305448804617
12,CLDN6_1_homo,-0.7669007560316533
13,CHPT1_1_homo,-0.7662604086544195
14,TAF1B_0_homo,-0.7436972743805029
15,MAP1S_1_homo,-0.7161500220052806
16,SIGLEC12_2_homo,-0.6872483599158965
17,HTR3C_1_homo,-0.6755818834877713
18,KRT14_2_homo,-0.6674095180020733
19,SYNJ1_2_homo,0.6620633666306636
20,MYH15_3_homo,-0.65569609390532
21,ORC4_1_homo,0.6517706016467137
22,TP53_1_homo,0.6446232967211021
23,OR1I1_1_homo,0.6405313203041061
24,CILP_1_homo,-0.6296336274825867
25,RPGRIP1_1_homo,0.6241983996920295
26,KIAA1211_0_homo,0.6093700190795505
27,DNALI1_1_homo,-0.609124146340015
28,DPAGT1_1_homo,0.5977348802268481
29,RB1CC1_1_homo,0.5912016094385178
30,FREM1_1_homo,-0.5877637324466845
31,C6_1_homo,-0.5818726165673836
32,VAV2_1_homo,-0.5754025116831567
33,PLEC_1_homo,0.5737975671313811
34,RASEF_1_homo,-0.5726034084499703
35,OTOGL_1_homo,-0.5723824467747027
36,KRT10_2_homo,-0.5629205926576435
37,IGFN1_4_homo,-0.561478489344098
38,FAM114A1_0_homo,0.5507495468373067
39,CFHR1_1_homo,-0.5454014507555549
40,AK9_1_homo,0.5414900989153852
41,ARHGAP45_1_homo,0.539506807920529
42,CHAT_2_homo,-0.5360942845860381
43,SYNE1_0_homo,0.5336930982145061
44,SNRNP48_1_homo,0.5303584749482428
45,EFCAB5_2_homo,0.525437859800462
46,HDAC5_1_homo,0.5198746777647091
47,FAT1_3_homo,0.5163733375012213
48,TNP2_1_homo,-0.5160644586058675
49,ZNF646_1_homo,0.5121288242746045
50,EFCC1_3_homo,-0.5113973857388429
51,SUCLG2_1_homo,0.511387897704027
52,MROH8_2_homo,0.5074785088667272
53,EXOSC5_1_homo,-0.4983057292530231
54,CCDC33_2_homo,-0.49565499770735116
55,RAET1L_1_homo,0.49503664328657254
56,GIGYF2_1_homo,-0.4944137238130309
57,EPCAM_1_homo,0.49230186834513456
58,COQ7_1_homo,-0.48744904100613845
59,FMN1_0_homo,-0.4865264458318378
60,TMEM40_2_homo,-0.4841571065015834
61,TTC5_1_homo,0.47967308215013293
62,EXOC3L4_1_homo,0.47885383045919483
63,CDH9_1_homo,0.4781280763556349
64,GFM1_1_homo,-0.47613027941318775
65,SIRPB1_2_homo,0.47604407580305097
66,COBL_1_homo,-0.46984576620624047
67,HJURP_1_homo,0.4659081704548338
68,EYA4_1_homo,0.4635002999435734
69,MTHFR_2_homo,-0.4607177135379707
70,CPT2_1_homo,-0.45174145260298476
71,IL6R_1_homo,0.45112810258698754
72,DNAH5_3_homo,-0.4507820994926811
73,TICRR_3_homo,-0.4498613202364421
74,PIEZO1_0_homo,0.4474785163824168
75,ADAMTSL1_1_homo,-0.44533306799438394
76,FAT3_3_homo,0.4449055519064306
77,SLC22A1_0_homo,0.4441575465876909
78,CDH23_0_homo,0.4435531655380279
79,CCDC169_1_homo,-0.4426052633359002
80,DMGDH_1_homo,0.4415336069134141
81,ZNF598_4_homo,-0.4413113750077347
82,ARFGAP3_1_homo,0.43597914787940184
83,OR52H1_2_homo,0.4350271070651453
84,CTSA_1_homo,-0.4338068093670196
85,C2orf76_1_homo,-0.43104852426365964
86,SEC14L3_2_homo,0.42750075035243257
87,C5orf58_1_homo,0.42649481634630604
88,OTOL1_1_homo,-0.4254273955777772
89,BICDL2_1_homo,-0.42317626632802585
90,PEBP4_1_homo,0.41948572159610953
91,SIGLEC12_4_homo,0.4192261956930471
92,SPOCD1_1_homo,-0.41796872128623336
93,OR5H15_1_homo,-0.41622330647124123
94,RP1_1_homo,-0.41222189839570517
95,ANKRD2_1_homo,-0.41140476983306007
96,OR2AK2_2_homo,-0.40973661164813896
97,ACAN_1_homo,0.4086565717815057
98,SLC35G5_2_homo,0.40649282944331333
99,DNAJC10_2_homo,0.40646371547493626
100,ITGB4_1_homo,-0.4057900424651872
101,VWDE_2_homo,-0.4014739721448206
102,PPP1R36_1_homo,-0.4000191268206009
103,SDAD1_1_homo,-0.3976892415046517
104,CYP4V2_1_homo,0.3973884683417198
105,PRRC2B_1_homo,0.39665668734265674
106,DNAAF4_1_homo,0.3933292439347995
107,OC90_1_homo,0.39154089262044445
108,CDH5_1_homo,0.3879058043531711
109,MAP3K20_1_homo,0.387898617129866
110,SCD5_1_homo,-0.3871427962730427
111,TMC7_1_homo,-0.3860577124542425
112,WFS1_2_homo,-0.3842770583064943
113,HTR3D_1_homo,-0.38399924075957503
114,PPL_2_homo,0.3835801682462794
115,TIGD4_1_homo,0.377231495631892
116,PRSS48_2_homo,-0.37713372216945024
117,MGAT1_1_homo,0.3753945624286657
118,B3GNT8_1_homo,-0.3732317942026447
119,PLA2G2D_1_homo,0.37164103182857267
120,CILP_3_homo,0.37154526283901357
121,ARSB_1_homo,-0.37148869479550733
122,HIVEP1_1_homo,0.37103102701331364
123,ELOA2_1_homo,0.3704306891467617
124,YBX2_1_homo,-0.3700829395674966
125,AKAP3_1_homo,-0.3691024135412347
126,SERPINA3_1_homo,-0.36763078520051506
127,ANXA10_1_homo,-0.36706947670601203
128,FUT3_1_homo,-0.36395718291390533
129,FHL5_2_homo,-0.360752580948847
130,DUSP27_1_homo,-0.3606312137909484
131,RESF1_0_homo,0.3604160653543303
132,UBE2J1_1_homo,0.35980158342787355
133,CENPQ_1_homo,-0.35855787950554757
134,MUC17_1_homo,-0.3577690967414286
135,SLC5A6_1_homo,-0.35616257469660995
136,ACP1_1_homo,-0.3557040706589888
137,CENPC_1_homo,0.3547578234207857
138,ATF5_1_homo,-0.35443057167437725
139,SHROOM3_2_homo,0.3536114595478649
140,GLO1_1_homo,0.35067515663874926
141,ATP10B_0_homo,-0.3497024287984253
142,GTPBP10_1_homo,-0.3485824237269946
143,PAK5_1_homo,-0.34358553408774856
144,PUS3_1_homo,0.34232721517970854
145,SLC45A4_1_homo,0.3421320478233588
146,VEZT_1_homo,0.3420638555080453
147,TAF1B_2_homo,0.34203164816515685
148,NXPE1_1_homo,-0.3393397446905484
149,NPAP1_1_homo,-0.33584704449609737
150,CDCP2_2_homo,-0.33533155494900213
151,ZNF667_1_homo,0.33161256208775153
152,LINC00452_1_homo,0.33034402467422075
153,JAML_2_homo,0.3296592328362109
154,ZFYVE19_2_homo,0.32445093211138465
155,MMS19_3_homo,-0.3235479860745096
156,KIF17_3_homo,-0.3220677456642971
157,OR2AE1_1_homo,0.3211837773332203
158,SETX_1_homo,-0.32074455202626045
159,LTF_2_homo,-0.3188382481900437
160,MTHFD1_1_homo,0.31590859215889694
161,SPOUT1_1_homo,-0.3138526516529348
162,KIF14_1_homo,-0.3127068032580505
163,HMCN2_3_homo,-0.3111166598244664
164,ISCU_1_homo,-0.3091625937350101
165,DPP6_1_homo,-0.3090175302842397
166,IP6K3_1_homo,-0.30886487529133355
167,GABRA4_1_homo,0.3088364590329265
168,COL6A5_0_homo,0.30690197546994963
169,OR56A3_1_homo,-0.30649065494287836
170,GSTM3_1_homo,-0.30470506570391837
171,ITGA4_1_homo,0.30355666700367157
172,RPS6KA2_1_homo,-0.3028521470949731
173,GALC_2_homo,-0.3013213417201067
174,OR1N1_1_homo,0.29763206309195267
175,MFRP_1_homo,0.29470351432100467
176,ACAN_2_homo,-0.2941085113847914
177,TMEM189;TMEM189-UBE2V1_1_homo,-0.2940183333773933
